"datacamp_id","academic_year","location","intern_status","intern_work_site","work_site_zip","organization","industry","total_hours_worked","dob","mailing_zip","median_household_income","labor_force_participation","unemployment_rate","ssi","cash_assistance","snap","all_families_below_poverty","educational_attainment_ba","female_headed_households","race","gender","high_school","title_i_school","frl","graduation_rate_of_hs","college_enrollment_of_hs","hs_zip_code","nsc_data_available","first_year_college_enrollment","first_year_college_type","first_year_college_state","student_quote"
"UADC465","2012 - 2013","Chicago","Terminated Student - Self Removed","Groupon CHI 2012-2013","60654","Groupon","Media & Entertainment",275,"1993-10-21","60636",26352,0.548,0.194,0.147,0.06,0.421,0.331,0.082,0.187,"Black","M","Crane Tech Prep",1,0.89,0.73,NA,"60612",0,NA,NA,NA,""
"UADC334","2012 - 2013","Baltimore","Alumni","Marriott BAL Waterfront 2012-2013","20817","Marriott","Hospitality",161,"1995-12-12","21225",37487,0.64,0.109,0.097,0.118,0.309,0.235,0.085,0.167,"Hispanic/Latino","M","Digital Harbor High School",0,0.778,0.6503,0.595,"21230",1,NA,NA,NA,""
"UADC255","2012 - 2013","Chicago","Alumni","BMO Harris Bank CHI 2012-2013","60603","BMO Harris Bank","Financial Services",382,"1994-12-02","60629",40650,0.646,0.107,0.07,0.046,0.244,0.221,0.083,0.125,"Hispanic/Latino","M","Curie Metro High School",0,0.938,0.86,0.64,"60632",1,NA,NA,NA,"This experience was very valuable because I learned a lot of soft skills as well as gain experience on a job that i never found myself getting into without professional help."
"UADC239","2012 - 2013","Baltimore","Alumni","BCPSS Office of Engagement 2012-2013","21202","Baltimore City Public Schools","Education",NA,"1995-07-29","21230",63805,0.73,0.068,0.044,0.054,0.132,0.146,0.445,0.073,"Black","M","Digital Harbor High School",0,0.778,0.6503,0.595,"21230",1,NA,NA,NA,""
"UADC293","2012 - 2013","Chicago","Alumni","Edelman CHI 2012-2013","60601","Edelman","Legal & Professional Services",393,"1995-05-22","60637",25772,0.566,0.129,0.12,0.063,0.344,0.34,0.313,0.188,"Black","M","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,"Urban Alliance was like a second home for me. If I needed anything they were there. The support, the guidance I can honestly say they had my back 1 percent.  "
"UADC234","2012 - 2013","Baltimore","Alumni","ARC Baltimore 2012-2013","21212","ARC Baltimore","Non-profit",90,"1995-07-09","21216",31988,0.565,0.107,0.118,0.082,0.226,0.203,0.125,0.085,"Black","M","Independence School",0,0.702,0.6957,0.421,"21211",1,NA,NA,NA,""
"UADC394","2012 - 2013","Chicago","Alumni","Skadden CHI 2012-2013","60606","Skadden, Arps, Slate, Meagher & Flom","Legal & Professional Services",596,"1995-02-19","60632",38545,0.661,0.107,0.033,0.076,0.232,0.209,0.085,0.096,"Hispanic/Latino","M","Curie Metro High School",0,0.938,0.86,0.64,"60632",1,NA,NA,NA,"My experience at Urban Alliance was extremely valuable to me because I can now see myself in an office setting. Which was something I never considered. "
"UADC304","2012 - 2013","Chicago","Alumni","Hillard Heintze CHI 2012-2013","60606","Hillard Heintze","Financial Services",518,"1994-11-08","60628",34472,0.532,0.127,0.116,0.066,0.314,0.247,0.168,0.141,"Black","M","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,"It's a great program students got place in jobs that they dream of, It's a great experiences."
"UADC473","2012 - 2013","DC - Year Round High School Program","Terminated Student - Self Removed","KIPP DC 2012-2013","20001","KIPP DC","Non-profit",17,"1995-07-23","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","M","Friendship Collegiate Academy Public Charter School",1,0.841357,0.92,NA,"20019",0,NA,NA,NA,""
"UADC278","2012 - 2013","DC - Year Round High School Program","Alumni","Corporate Executive Board Meetings Department DC 2012-2013","22209","Corporate Executive Board","Legal & Professional Services",685,"1995-12-23","20012",78356,0.669,0.078,0.037,0.013,0.099,0.073,0.526,0.04,"Other","F","Coolidge Senior High School",1,0.995381,0.51,NA,"20011",1,NA,NA,NA,"Urban Alliance is a great oppertunity to get you foot in the door of the corporate world and oppertunity! Do not take this for granted."
"UADC521","2012 - 2013","DC - Summer Program","Summer Program Alumni","World Bank- LCSHD- 2012-2013","20433","World Bank Group","Government",NA,"1996-08-13","20010",65287,0.787,0.048,0.029,0.024,0.122,0.082,0.52,0.05,"Hispanic/Latino","F","Columbia Heights Educational Campus (CHEC/Bell)",0,0.794629,0.84,NA,"20010",0,NA,NA,NA,""
"UADC424","2012 - 2013","Chicago","Alumni","South Side YMCA CHI 2012-2013","60637","YMCA Chicago","Non-profit",283,"1994-02-23","60637",25772,0.566,0.129,0.12,0.063,0.344,0.34,0.313,0.188,"Black","F","Phillips High School",1,0.944,0.69,0.58,"60653",1,NA,NA,NA,"My experience here at the UA was valuable because when I really thought that people gave up on me and myself. the UA picked me right up and lifted me to higher portiental and becoming a believer more of myself in life."
"UADC386","2012 - 2013","DC - Year Round High School Program","Alumni","Samaritan Inns DC 2012-2013","20009","Samaritan Inns","Non-profit",368,"1995-05-14","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Spingarn Senior High School",1,0.59,0.65,NA,"20002",1,NA,NA,NA,""
"UADC478","2012 - 2013","Baltimore","Terminated Student - Performance Based","Marriott BAL Waterfront 2012-2013","20817","Marriott","Hospitality",48,"1995-01-12","21211",55819,0.727,0.048,0.035,0.014,0.071,0.08,0.483,0.029,"White","F","Independence School",0,0.702,0.6957,0.421,"21211",0,NA,NA,NA,""
"UADC316","2012 - 2013","Baltimore","Alumni","Johns Hopkins University School of Public Health and School of Nursing BAL 2012-2013","21205","Johns Hopkins University - School of Public Health and School of Nursing","Education",605,"1995-06-12","21213",34046,0.59,0.105,0.12,0.098,0.282,0.183,0.109,0.169,"Black","F","Academy of College and Career Exploration (ACCE)",0,0.771,0.6923,0.566,"21211",1,NA,NA,NA,"UA experience was valuable because not only did it supply me with a professional job but also skills to go along with it. I have gained friends, skills, professionalism money and so much more."
"UADC313","2012 - 2013","Baltimore","Alumni","Johns Hopkins Hospital Bayview BAL 2012-2013","21224","Johns Hopkins Hospital Bayview Medical Center","Healthcare",522,"1994-09-25","21230",63805,0.73,0.068,0.044,0.054,0.132,0.146,0.445,0.073,"Black","F","Patterson High School",0,0.851,0.6683,0.45,"21224",1,NA,NA,NA,""
"UADC252","2012 - 2013","Chicago","Alumni","Bank of America-33 N. Dearborn- CHI 2012-2013","20005","Bank of America","Financial Services",465,"1994-10-13","60637",25772,0.566,0.129,0.12,0.063,0.344,0.34,0.313,0.188,"Black","F","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,"My experience was valuable be its helping me to maintain mt confidence to show forth what I want to be in the future. I will take everything I learned with me."
"UADC507","2012 - 2013","Baltimore","Terminated Student - Self Removed","Sinai Hospital BAL 2012-2013","21215","Sinai Hospital","Healthcare",259,"1995-03-10","21218",38261,0.591,0.074,0.085,0.059,0.234,0.163,0.317,0.095,"Black","F","W.E.B. DuBois High School",0,0.816,0.5862,0.396,"21214",0,NA,NA,NA,""
"UADC364","2012 - 2013","DC - Year Round High School Program","Alumni","Office of Personnel Management - Employee Services Recrutiment - 2012-2013","20240","Office of Personnel Management","Government",227,"1995-07-27","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Wilson Senior High School",0,0.295401,0.76,NA,"20016",1,NA,NA,NA,""
"UADC515","2012 - 2013","Chicago","Terminated Student - Performance Based","Urban Initiatives CHI 2012-2013","60661","Urban Initiatives","Non-profit",81,"1995-07-31","60624",22786,0.447,0.112,0.205,0.104,0.499,0.409,0.079,0.247,"Black","M","Crane Tech Prep",1,0.89,0.73,NA,"60612",0,NA,NA,NA,""
"UADC231","2012 - 2013","DC - Year Round High School Program","Alumni","American Chemistry Council DC 2012-2013","20002","American Chemistry Council","Other",513,"1994-05-21","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Hispanic/Latino","F","Wilson Senior High School",0,0.295401,0.76,NA,"20016",1,NA,NA,NA,"UA gave me the opportunity to grow in the professional world during a time, where finding a job without the experience is difficult. The program also help me improve basic professional skills and make me think differently about the world around me."
"UADC298","2012 - 2013","Chicago","Alumni","Golin Harris CHI 2012-2013","60611","Golin Harris","Legal & Professional Services",519,"1994-05-29","60619",34977,0.592,0.141,0.09,0.046,0.306,0.227,0.231,0.151,"Black","M","Phillips High School",1,0.944,0.69,0.58,"60653",1,NA,NA,NA,"Urban Alliance is a great program I recommend it to everybody in high school. you learn so many skills that you can use through out your life."
"UADC498","2012 - 2013","DC - Year Round High School Program","Terminated Student - Performance Based","Office of the Deputy Mayor for Planning and Economic Development DC 2012-2013","20024","Office of the Deputy Mayor for Planning and Economic Development","Government",205,"1995-11-21","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Not Reported","M","Booker T. Washington Public Charter School",1,0.38,0.49,NA,"20009",0,NA,NA,NA,""
"UADC436","2012 - 2013","Baltimore - YAIP","Alumni","Baltimore Fashion Week BAL YAIP 2012-2013","21202","Baltimore Fashion Week","Other",305,"1994-02-14","21133",75010,0.727,0.054,0.046,0.027,0.108,0.065,0.32,0.1,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC362","2012 - 2013","DC - Year Round High School Program","Alumni","Office of Personnel Management - Congressional and Legislative Affairs - 2012-2013","20240","Office of Personnel Management","Government",313,"1995-08-15","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","M","Phelps Architecture, Construction and Engineering High School",1,0.689655,0.9,NA,"20002",1,NA,NA,NA,"My time in Urban Alliance was valuable because I learned how to not over work myself. "
"UADC254","2012 - 2013","Chicago","Alumni","Bartlit Beck CHI 2012-2013","60654","Bartlit Beck","Legal & Professional Services",431,"1994-09-23","60616",44258,0.668,0.088,0.055,0.038,0.148,0.196,0.374,0.061,"Black","M","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,""
"UADC371","2012 - 2013","DC - Year Round High School Program","Alumni","Office of Personnel Management- Planning and Policy Analysis 2012-2013","20240","Office of Personnel Management","Government",314,"1995-06-08","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",1,NA,NA,NA,""
"UADC492","2012 - 2013","Baltimore - YAIP","Alumni","New Beginnings BAL YAIP 2012-2013","21218","New Beginnings","Non-profit",214,"1994-02-25","21239",51331,0.639,0.08,0.078,0.056,0.17,0.136,0.266,0.117,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC376","2012 - 2013","DC - Year Round High School Program","Alumni","Opower 2012-2013","22201","Opower","Technology",439,"1995-04-04","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Black","F","Booker T. Washington Public Charter School",1,0.38,0.49,NA,"20009",1,NA,NA,NA,""
"UADC256","2012 - 2013","DC - Year Round High School Program","Alumni","Boston Consulting Group DC 2012-2013","20814","Boston Consulting Group","Legal & Professional Services",586,"1995-04-07","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"I can be on the shy side at times, but UA has helped me to break from my shell. "
"UADC267","2012 - 2013","DC - Year Round High School Program","Alumni","Children's National Medical Center 2012-2013","20010","Children's National Medical Center","Healthcare",336,"1995-08-23","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"My experience at Urban Alliance was valuable because I gained skills that will helped me learn how to be a professional. Urban Alliance has taught me how to network and meet people that could potentially help me or open doors for me in the future. Urban Alliance is an organization that helps students get figure out where they want to be or goal and helps them see their potential. "
"UADC458","2012 - 2013","DC - Year Round High School Program","Terminated Student - Self Removed","Community Family Life Services DC 2012-2013","20001","Community Family Life Services","Non-profit",206,"1995-08-16","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Maya Angelou Public Charter School (Evans High School)",1,1,0.44,NA,"20019",0,NA,NA,NA,""
"UADC488","2012 - 2013","Baltimore - YAIP","Terminated Student - Self Removed","Morgan State University EDAC BAL YAIP 2012-2013","21251","Morgan State University","Education",NA,"1994-03-27","21214",61014,0.703,0.071,0.052,0.027,0.112,0.069,0.33,0.098,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC463","2012 - 2013","DC - Year Round High School Program","Terminated Student - Performance Based","Department of Corrections DC 2012-2013","20001","Department of Corrections","Government",309,"1995-05-09","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Booker T. Washington Public Charter School",1,0.38,0.49,NA,"20009",0,NA,NA,NA,""
"UADC479","2012 - 2013","DC - Year Round High School Program","Terminated Student - Performance Based","Marriott Crystal Gateway DC 2012-2013","22202","Marriott","Hospitality",369,"1995-11-03","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","M","Columbia Heights Educational Campus (CHEC/Bell)",0,0.794629,0.84,NA,"20010",0,NA,NA,NA,""
"UADC273","2012 - 2013","Baltimore","Alumni","Community Law in Action BAL 2012-2013","21201","Community Law In Action","Non-profit",217,"1994-10-12","21215",34471,0.555,0.102,0.123,0.064,0.268,0.223,0.171,0.118,"Black","M","Digital Harbor High School",0,0.778,0.6503,0.595,"21230",1,NA,NA,NA,""
"UADC403","2012 - 2013","DC - Year Round High School Program","Alumni","United States Chamber of Commerce DC Finance Department 2012-2013","20062","United States Chamber of Commerce","Financial Services",411,"1995-03-22","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"Urban Alliance highlights my personal growth by having such high expectations for my success. The program transitions me from being a capable high school student to being a young professional with valuable internship experience."
"UADC344","2012 - 2013","DC - Year Round High School Program","Alumni","Marshall Heights Community Development Organization 2012-2013","20019","Marshall Heights Community Development Organization","Non-profit",392,"1993-10-08","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Friendship Collegiate Academy Public Charter School",1,0.841357,0.92,NA,"20019",1,NA,NA,NA,""
"UADC363","2012 - 2013","DC - Year Round High School Program","Alumni","Office of Personnel Management - Congressional and Legislative Affairs - 2012-2013","20240","Office of Personnel Management","Government",383,"1995-09-24","20017",56980,0.641,0.107,0.05,0.027,0.135,0.135,0.391,0.102,"Black","F","Roosevelt Senior High School",1,0.995434,0.62,NA,"20011",1,NA,NA,NA,"It was valuable to meet very interesting people with different backgrounds."
"UADC513","2012 - 2013","Chicago","Terminated Student - Performance Based","Urban Alliance 2012-2013","20005","UA DC","Non-profit",NA,"1994-10-17","60608",35336,0.609,0.1,0.057,0.076,0.233,0.246,0.19,0.09,"Black","F","Crane Tech Prep",1,0.89,0.73,NA,"60612",0,NA,NA,NA,""
"UADC447","2012 - 2013","Baltimore - YAIP","Alumni","Belair Edison Neighborhoods, Inc BAL YAIP 2012-2013","21213","Belair Edison Neighborhoods, Inc","Non-profit",54,"1992-11-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC322","2012 - 2013","DC - Year Round High School Program","Alumni","Katten Muchin Rosenman LLC DC 2012-2013","20007","Katten Muchin Rosenman LLP","Legal & Professional Services",497,"1995-03-27","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Black","M","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"Urban Alliance gave me new insight and perspective on the things employers value in an employee. In addition, they helped teach me crucial skills to perform well in the workplace. With these skills, and lessons, I can make myself more attractive and marketable to potential employers. "
"UADC464","2012 - 2013","Chicago","Terminated Student - Self Removed","Edelman CHI 2012-2013","60601","Edelman","Legal & Professional Services",19,"1994-04-30","60636",26352,0.548,0.194,0.147,0.06,0.421,0.331,0.082,0.187,"Black","F","Phillips High School",1,0.944,0.69,0.58,"60653",0,NA,NA,NA,""
"UADC270","2012 - 2013","DC - Year Round High School Program","Alumni","Clark Construction Group, LLC DC - Human Resources 2012-2013","20814","Clark Construction Group, LLC","Real Estate",557,"1995-05-26","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"Urban Alliance was designed to help teens understand what it's like in a work environment. Not only do they help students learn, they give students resources and recommendations. Urban Alliance grants opportunities that teens may not ever experience on their own."
"UADC265","2012 - 2013","Chicago","Alumni","Chicago Transit Authority CHI 2012-2013","60661","Chicago Transit Authority","Government",587,"1995-01-26","60827",33108,0.633,0.158,0.092,0.073,0.361,0.274,0.126,0.227,"Black","F","Dunbar Vocational Career Academy",1,0.977,0.89,0.76,"60616",1,NA,NA,NA,""
"UADC346","2012 - 2013","DC - Year Round High School Program","Alumni","Martha's Table DC 2012-2013","20009","Martha's Table","Non-profit",507,"1995-04-13","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","Friendship Collegiate Academy Public Charter School",1,0.841357,0.92,NA,"20019",1,NA,NA,NA,"Urban Alliance is a job opportunity to allow young adults, see the professional world. "
"UADC382","2012 - 2013","DC - Year Round High School Program","Alumni","Randstad Bethesda 2012-2013","20036","Randstad","Real Estate",340,"1995-10-26","20010",65287,0.787,0.048,0.029,0.024,0.122,0.082,0.52,0.05,"Black","M","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"I was always skeptical about working in an office setting but after working with Urban Alliance this is no longer a problem or fear."
"UADC337","2012 - 2013","DC - Year Round High School Program","Alumni","Marriott Crystal City DC 2012-2013","22202","Marriott","Hospitality",508,"1995-10-21","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,""
"UADC506","2012 - 2013","Chicago","Terminated Student - Performance Based","Sidley Austin CHI 2012-2013","60603","Sidley Austin","Legal & Professional Services",227,"1994-02-03","60638",61903,0.678,0.08,0.025,0.026,0.083,0.06,0.191,0.051,"Hispanic/Latino","F","Hubbard High School",0,0.979,0.92,0.6,"60629",0,NA,NA,NA,""
"UADC241","2012 - 2013","Baltimore","Alumni","Bank of America BAL Bank Center (Charles Street) 2012-2013","20005","Bank of America","Financial Services",418,"1995-11-06","21216",31988,0.565,0.107,0.118,0.082,0.226,0.203,0.125,0.085,"Black","M","Northwestern High School",0,0.777,0.6049,0.346,"21215",1,NA,NA,NA,""
"UADC360","2012 - 2013","DC - Year Round High School Program","Alumni","Office of the Secretary of the District of Columbia 2012-2013","20004","Office of Notary Commissions and Authentications","Government",472,"1995-09-04","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Black","M","Roosevelt Senior High School",1,0.995434,0.62,NA,"20011",1,NA,NA,NA,"My Urban Alliance was valuable because I was given the opportunity to learn and get use to working in a professional work environment, which is something some people might not experience until they graduate college."
"UADC404","2012 - 2013","DC - Year Round High School Program","Alumni","University of the District of Columbia 2012-2013","20008","University of the District of Columbia","Education",481,"1995-07-14","20032",31184,0.58,0.155,0.112,0.121,0.375,0.34,0.141,0.222,"Black","F","Ballou Senior High School",1,0.998,0.5,NA,"20032",1,NA,NA,NA,"Urban Allisnce is a very great opportunity for highschool students to get a taste of the real world early. It prepares students for the challenge to come about over the next years. It also give student skills that will be helpful over a life time."
"UADC263","2012 - 2013","Chicago","Alumni","Chicago Cubs CHI 2012-2013","60613","Chicago Cubs","Media & Entertainment",537,"1995-02-16","60632",38545,0.661,0.107,0.033,0.076,0.232,0.209,0.085,0.096,"Hispanic/Latino","F","Curie Metro High School",0,0.938,0.86,0.64,"60632",1,NA,NA,NA,""
"UADC454","2012 - 2013","Chicago","Terminated Student - Self Removed","Legler Library CHI 2012-2013","60624","Chicago Public Library","Education",301,"1994-03-04","60612",35318,0.617,0.097,0.115,0.065,0.295,0.271,0.318,0.141,"Black","M","Crane Tech Prep",1,0.89,0.73,NA,"60612",0,NA,NA,NA,""
"UADC434","2012 - 2013","Baltimore - YAIP","Alumni","ARC Baltimore YAIP 2012-2013","21212","ARC Baltimore","Non-profit",368,"1992-08-07","21212",61912,0.69,0.06,0.054,0.046,0.129,0.08,0.532,0.097,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC274","2012 - 2013","DC - Year Round High School Program","Alumni","Community Preservation and Development Corporation DC 2012-2013","20015","Community Preservation and Development Corporation","Non-profit",424,"1994-12-15","20032",31184,0.58,0.155,0.112,0.121,0.375,0.34,0.141,0.222,"Black","F","Luke C. Moore Academy Senior High School",1,0.994505,0.37,NA,"20017",1,NA,NA,NA,"My experience at Urban Alliance was valuable because it help me blossom as a person. I've grown, mature, gain some type of responsibility, and I blossom."
"UADC459","2012 - 2013","DC - Year Round High School Program","Terminated Student - Self Removed","Community Family Life Services DC 2012-2013","20001","Community Family Life Services","Non-profit",430,"1995-06-20","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",0,NA,NA,NA,""
"UADC276","2012 - 2013","Baltimore","Alumni","Cordish Company BAL 2012-2013","21202","Cordish Company","Real Estate",528,"1995-08-30","21210",82689,0.552,0.026,0.009,0.003,0.008,0.034,0.809,0.016,"Multiracial","M","Digital Harbor High School",0,0.778,0.6503,0.595,"21230",1,NA,NA,NA,""
"UADC418","2012 - 2013","Chicago","Alumni","WITS CHI 2012-2013","60603","Working in the Schools (WITS)","Education",361,"1995-05-07","60643",61799,0.596,0.09,0.048,0.032,0.162,0.112,0.337,0.093,"Black","M","Julian High School",1,0.956,0.84,0.65,"60643",1,NA,NA,NA,""
"UADC520","2012 - 2013","DC - Summer Program","Summer Program Alumni","World Bank- IMTSC-2012-2013","20433","World Bank Group","Government",NA,"1996-08-03","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","","McKinley Technology High School",1,0.553412,0.95,NA,"20002",0,NA,NA,NA,""
"UADC433","2012 - 2013","Baltimore","Terminated Student - Self Removed","ARC Baltimore 2012-2013","21212","ARC Baltimore","Non-profit",242,"1995-09-27","21214",61014,0.703,0.071,0.052,0.027,0.112,0.069,0.33,0.098,"Black","F","Reginald F. Lewis School of Business & Law",0,0.799,0.6964,0.458,"21214",0,NA,NA,NA,""
"UADC338","2012 - 2013","DC - Year Round High School Program","Alumni","Marriott DC Metro Center 2012-2013","20001","Marriott","Hospitality",142,"1995-04-18","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Black","F","Wilson Senior High School",0,0.295401,0.76,NA,"20016",1,NA,NA,NA,""
"UADC315","2012 - 2013","Baltimore","Alumni","Johns Hopkins University Graduate Affairs and Admissions BAL 2012-2013","21218","Johns Hopkins University - Graduate Affairs and Admissions","Education",343,"1994-11-25","21217",26187,0.534,0.108,0.15,0.085,0.363,0.307,0.187,0.167,"Black","F","Northwestern High School",0,0.777,0.6049,0.346,"21215",1,NA,NA,NA,""
"UADC381","2012 - 2013","DC - Year Round High School Program","Alumni","Pepco 2012-2013","20001","Pepco","Utilities",163,"1995-06-19","20019",34832,0.595,0.136,0.115,0.103,0.324,0.264,0.134,0.188,"Black","F","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,""
"UADC412","2012 - 2013","DC - Year Round High School Program","Alumni","Washington City Paper DC 2012-2013","20009","Washington City Paper","Media & Entertainment",484,"1995-02-12","20032",31184,0.58,0.155,0.112,0.121,0.375,0.34,0.141,0.222,"Black","F","Dunbar Senior High School",1,0.993631,0.55,NA,"20001",1,NA,NA,NA,""
"UADC250","2012 - 2013","DC - Year Round High School Program","Alumni","Bank of America DC North Silver Spring 2012-2013","20005","Bank of America","Financial Services",345,"1995-03-10","20011",54488,0.691,0.089,0.042,0.024,0.129,0.119,0.346,0.081,"Black","M","Coolidge Senior High School",1,0.995381,0.51,NA,"20011",1,NA,NA,NA,"This program will teach you better communication skills and also it will teach you how to dress in a professional way . "
"UADC474","2012 - 2013","Chicago","Terminated Student - Performance Based","KPMG CHI 2012-2013","60601","KPMG","Legal & Professional Services",156,"1994-05-03","60653",24968,0.616,0.153,0.123,0.044,0.363,0.359,0.265,0.203,"Black","M","Phillips High School",1,0.944,0.69,0.58,"60653",0,NA,NA,NA,""
"UADC484","2012 - 2013","DC - Year Round High School Program","Terminated Student - Self Removed","Martha's Table DC 2012-2013","20009","Martha's Table","Non-profit",375,"1995-08-15","20002",65000,0.719,0.095,0.084,0.048,0.181,0.163,0.477,0.084,"Black","F","Friendship Collegiate Academy Public Charter School",1,0.841357,0.92,NA,"20019",0,NA,NA,NA,""
"UADC262","2012 - 2013","Chicago","Alumni","Chicago Cares CHI 2012-2013","60606","Chicago Cares","Media & Entertainment",328,"1994-09-18","60629",40650,0.646,0.107,0.07,0.046,0.244,0.221,0.083,0.125,"Hispanic/Latino","F","Hubbard High School",0,0.979,0.92,0.6,"60629",1,NA,NA,NA,"Youth students would be able to work in professional world and have great time having new skills. "
"UADC466","2012 - 2013","Baltimore","Terminated Student - Self Removed","Habitat for Humanity BAL 2012-2013","21227","Habitat for Humanity of the Chesapeake","Non-profit",76,"1995-07-07","21217",26187,0.534,0.108,0.15,0.085,0.363,0.307,0.187,0.167,"Black","F","Digital Harbor High School",0,0.778,0.6503,0.595,"21230",0,NA,NA,NA,""
"UADC462","2012 - 2013","Baltimore - YAIP","Terminated Student - Performance Based","Dayspring Program BAL YAIP 2012-2013","21213","Dayspring Program","Non-profit",234,"1992-04-22","21206",48428,0.706,0.079,0.052,0.04,0.169,0.139,0.171,0.127,"Black","F","",NA,NA,NA,NA,NA,0,NA,NA,NA,""
"UADC282","2012 - 2013","DC - Year Round High School Program","Alumni","Corporation for National and Community Service 2012-2013","20005","Corporation for National and Community Service","Non-profit",366,"1995-09-28","20001",78848,0.723,0.071,0.058,0.024,0.116,0.164,0.574,0.062,"Black","F","Roosevelt Senior High School",1,0.995434,0.62,NA,"20011",1,NA,NA,NA,"This experience was very valuable because of the amount of work experience you gain. Its some what like being in college and working. "
"UADC227","2012 - 2013","DC - Year Round High School Program","Alumni","AdvaMed DC 2012-2013","20004","AdvaMed","Non-profit",507,"1995-03-21","20017",56980,0.641,0.107,0.05,0.027,0.135,0.135,0.391,0.102,"Black","M","McKinley Technology High School",1,0.553412,0.95,NA,"20002",1,NA,NA,NA,"I really enjoyed the Urban Alliance program because they were able to place me at a job site that geared towards my interests. The company staff was great and helpful along with the Urban Alliance staff as well. I would do it again if I had the opportunity."
"UADC280","2012 - 2013","DC - Year Round High School Program","Alumni","Corporation for National and Community Service 2012-2013","20005","Corporation for National and Community Service","Non-profit",433,"1995-04-03","20020",34685,0.561,0.115,0.113,0.124,0.348,0.317,0.16,0.203,"Black","F","Anacostia Senior High School",1,1,0.39,NA,"20020",1,NA,NA,NA,"My experience at ua is vaulable because later on in life i would be able to use somethings they taught me. it is also vaulable because im ready for the real world."
"UADC477","2012 - 2013","Chicago","Terminated Student - Self Removed","Loop Capital CHI 2012-2013","60604","Loop Capital","Financial Services",110,"1994-03-21","60629",40650,0.646,0.107,0.07,0.046,0.244,0.221,0.083,0.125,"Hispanic/Latino","F","Curie Metro High School",0,0.938,0.86,0.64,"60632",0,NA,NA,NA,""
